Company Name,Industry,Symbol,Series,ISIN Code
Tata Chemicals Ltd.,CHEMICALS,TATACHEM,EQ,INE092A01019
DCB Bank Ltd.,FINANCIAL SERVICES,DCBBANK,EQ,INE503A01015
Grindwell Norton Ltd.,INDUSTRIAL MANUFACTURING,GRINDWELL,EQ,INE536A01023
Westlife Development Ltd.,SERVICES,WESTLIFE,EQ,INE274F01020
Rallis India Ltd.,FERTILISERS & PESTICIDES,RALLIS,EQ,INE613A01020
Orient Electric Ltd.,CONSUMER GOODS,ORIENTELEC,EQ,INE142Z01019
Alok Industries Ltd.,TEXTILES,ALOKINDS,EQ,INE270A01029
Ambuja Cements Ltd.,CEMENT & CEMENT PRODUCTS,AMBUJACEM,EQ,INE079A01024
Biocon Ltd.,PHARMA,BIOCON,EQ,INE376G01013
Gujarat State Petronet Ltd.,OIL & GAS,GSPL,EQ,INE246F01010
Marico Ltd.,CONSUMER GOODS,MARICO,EQ,INE196A01026
GAIL (India) Ltd.,OIL & GAS,GAIL,EQ,INE129A01019
3M India Ltd.,SERVICES,3MINDIA,EQ,INE470A01017
Petronet LNG Ltd.,OIL & GAS,PETRONET,EQ,INE347G01014
Apollo Tyres Ltd.,AUTOMOBILE,APOLLOTYRE,EQ,INE438A01022
Rajesh Exports Ltd.,CONSUMER GOODS,RAJESHEXPO,EQ,INE343B01030
Mahanagar Gas Ltd.,OIL & GAS,MGL,EQ,INE002S01010
Castrol India Ltd.,OIL & GAS,CASTROLIND,EQ,INE172A01027
Justdial Ltd.,IT,JUSTDIAL,EQ,INE599M01018
Great Eastern Shipping Co. Ltd.,SERVICES,GESHIP,EQ,INE017A01032
Bharti Infratel Ltd.,TELECOM,INFRATEL,EQ,INE121J01017
Gujarat Pipavav Port Ltd.,SERVICES,GPPL,EQ,INE517F01014
Gujarat Gas Ltd.,OIL & GAS,GUJGASLTD,EQ,INE844O01030
Narayana Hrudayalaya Ltd.,HEALTHCARE SERVICES,NH,EQ,INE410P01011
Teamlease Services Ltd.,SERVICES,TEAMLEASE,EQ,INE985S01024
Alembic Pharmaceuticals Ltd.,PHARMA,APLLTD,EQ,INE901L01018
MindTree Ltd.,IT,MINDTREE,EQ,INE018I01017
Motherson Sumi Systems Ltd.,AUTOMOBILE,MOTHERSUMI,EQ,INE775A01035
GMM Pfaudler Ltd.,INDUSTRIAL MANUFACTURING,GMMPFAUDLR,EQ,INE541A01023
BSE Ltd.,FINANCIAL SERVICES,BSE,EQ,INE118H01025
Sonata Software Ltd.,IT,SONATSOFTW,EQ,INE269A01021
ABB India Ltd.,INDUSTRIAL MANUFACTURING,ABB,EQ,INE117A01022
Ceat Ltd.,AUTOMOBILE,CEATLTD,EQ,INE482A01020
Indraprastha Gas Ltd.,OIL & GAS,IGL,EQ,INE203G01027
L&T Finance Holdings Ltd.,FINANCIAL SERVICES,L&TFH,EQ,INE498L01015
Metropolis Healthcare Ltd.,HEALTHCARE SERVICES,METROPOLIS,EQ,INE112L01020
ICICI Prudential Life Insurance Company Ltd.,FINANCIAL SERVICES,ICICIPRULI,EQ,INE726G01019
Firstsource Solutions Ltd.,IT,FSL,EQ,INE684F01012
Bajaj Electricals Ltd,CONSUMER GOODS,BAJAJELEC,EQ,INE193E01025
Equitas Holdings Ltd.,FINANCIAL SERVICES,EQUITAS,EQ,INE988K01017
V.I.P. Industries Ltd.,CONSUMER GOODS,VIPIND,EQ,INE054A01027
Phoenix Mills Ltd.,CONSTRUCTION,PHOENIXLTD,EQ,INE211B01039
GMR Infrastructure Ltd.,CONSTRUCTION,GMRINFRA,EQ,INE776C01039
Sundram Fasteners Ltd.,AUTOMOBILE,SUNDRMFAST,EQ,INE387A01021
Blue Dart Express Ltd.,SERVICES,BLUEDART,EQ,INE233B01017
Brigade Enterprises Ltd.,CONSTRUCTION,BRIGADE,EQ,INE791I01019
Finolex Cables Ltd.,INDUSTRIAL MANUFACTURING,FINCABLES,EQ,INE235A01022
Oberoi Realty Ltd.,CONSTRUCTION,OBEROIRLTY,EQ,INE093I01010
NHPC Ltd.,POWER,NHPC,EQ,INE848E01016
Aarti Drugs Ltd.,PHARMA,AARTIDRUGS,EQ,INE767A01016
VST Industries Ltd.,CONSUMER GOODS,VSTIND,EQ,INE710A01016
Aditya Birla Capital Ltd.,FINANCIAL SERVICES,ABCAPITAL,EQ,INE674K01013
Vakrangee Ltd.,IT,VAKRANGEE,EQ,INE051B01021
Torrent Power Ltd.,POWER,TORNTPOWER,EQ,INE813H01021
United Spirits Ltd.,CONSUMER GOODS,MCDOWELL-N,EQ,INE854D01024
Relaxo Footwears Ltd.,CONSUMER GOODS,RELAXO,EQ,INE131B01039
Engineers India Ltd.,CONSTRUCTION,ENGINERSIN,EQ,INE510A01028
Cholamandalam Financial Holdings Ltd.,FINANCIAL SERVICES,CHOLAHLDNG,EQ,INE149A01033
KEI Industries Ltd.,INDUSTRIAL MANUFACTURING,KEI,EQ,INE878B01027
PNB Housing Finance Ltd.,FINANCIAL SERVICES,PNBHOUSING,EQ,INE572E01012
Berger Paints India Ltd.,CONSUMER GOODS,BERGEPAINT,EQ,INE463A01038
Kalpataru Power Transmission Ltd.,POWER,KALPATPOWR,EQ,INE220B01022
Piramal Enterprises Ltd.,FINANCIAL SERVICES,PEL,EQ,INE140A01024
Hindustan Petroleum Corporation Ltd.,OIL & GAS,HINDPETRO,EQ,INE094A01015
Poly Medicure Ltd.,PHARMA,POLYMED,EQ,INE205C01021
Aditya Birla Fashion and Retail Ltd.,CONSUMER GOODS,ABFRL,EQ,INE647O01011
Steel Authority of India Ltd.,METALS,SAIL,EQ,INE114A01011
Bajaj Holdings & Investment Ltd.,FINANCIAL SERVICES,BAJAJHLDNG,EQ,INE118A01012
NCC Ltd.,CONSTRUCTION,NCC,EQ,INE868B01028
Maharashtra Scooters Ltd.,AUTOMOBILE,MAHSCOOTER,EQ,INE288A01013
Vaibhav Global Ltd.,CONSUMER GOODS,VAIBHAVGBL,EQ,INE884A01019
Welspun India Ltd.,TEXTILES,WELSPUNIND,EQ,INE192B01031
Alkyl Amines Chemicals Ltd.,CHEMICALS,ALKYLAMINE,EQ,INE150B01021
JK Lakshmi Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKLAKSHMI,EQ,INE786A01032
Rain Industries Ltd,CHEMICALS,RAIN,EQ,INE855B01025
Affle (India) Ltd.,IT,AFFLE,EQ,INE00WC01019
Avanti Feeds Ltd.,CONSUMER GOODS,AVANTIFEED,EQ,INE871C01038
InterGlobe Aviation Ltd.,SERVICES,INDIGO,EQ,INE646L01027
Gillette India Ltd.,CONSUMER GOODS,GILLETTE,EQ,INE322A01010
CRISIL Ltd.,FINANCIAL SERVICES,CRISIL,EQ,INE007A01025
Balrampur Chini Mills Ltd.,CONSUMER GOODS,BALRAMCHIN,EQ,INE119A01028
Delta Corp Ltd.,SERVICES,DELTACORP,EQ,INE124G01033
ACC Ltd.,CEMENT & CEMENT PRODUCTS,ACC,EQ,INE012A01025
TV18 Broadcast Ltd.,MEDIA & ENTERTAINMENT,TV18BRDCST,EQ,INE886H01027
Birla Corporation Ltd.,CEMENT & CEMENT PRODUCTS,BIRLACORPN,EQ,INE340A01012
Gujarat Fluorochemicals Ltd.,CHEMICALS,FLUOROCHEM,EQ,INE09N301011
V-Mart Retail Ltd.,CONSUMER GOODS,VMART,EQ,INE665J01013
Garware Technical Fibres Ltd.,TEXTILES,GARFIBRES,EQ,INE276A01018
Galaxy Surfactants Ltd.,CHEMICALS,GALAXYSURF,EQ,INE600K01018
Fine Organic Industries Ltd.,CHEMICALS,FINEORG,EQ,INE686Y01026
Thyrocare Technologies Ltd.,HEALTHCARE SERVICES,THYROCARE,EQ,INE594H01019
Aavas Financiers Ltd.,FINANCIAL SERVICES,AAVAS,EQ,INE216P01012
Linde India Ltd.,CHEMICALS,LINDEINDIA,EQ,INE473A01011
BASF India Ltd.,CHEMICALS,BASF,EQ,INE373A01013
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,CHEMICALS,GNFC,EQ,INE113A01013
Jyothy Labs Ltd.,CONSUMER GOODS,JYOTHYLAB,EQ,INE668F01031
CCL Products (I) Ltd.,CONSUMER GOODS,CCL,EQ,INE421D01022
HDFC Asset Management Company Ltd.,FINANCIAL SERVICES,HDFCAMC,EQ,INE127D01025
Siemens Ltd.,INDUSTRIAL MANUFACTURING,SIEMENS,EQ,INE003A01024
Larsen & Toubro Infotech Ltd.,IT,LTI,EQ,INE214T01019
Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,SUNTV,EQ,INE424H01027
KRBL Ltd.,CONSUMER GOODS,KRBL,EQ,INE001B01026
L&T Technology Services Ltd.,IT,LTTS,EQ,INE010V01017
Bajaj Consumer Care Ltd.,CONSUMER GOODS,BAJAJCON,EQ,INE933K01021
Cera Sanitaryware Ltd,CONSTRUCTION,CERA,EQ,INE739E01017
Sudarshan Chemical Industries Ltd.,CHEMICALS,SUDARSCHEM,EQ,INE659A01023
DCM Shriram Ltd.,CONSUMER GOODS,DCMSHRIRAM,EQ,INE499A01024
Century Textile & Industries Ltd.,PAPER,CENTURYTEX,EQ,INE055A01016
Bharat Heavy Electricals Ltd.,INDUSTRIAL MANUFACTURING,BHEL,EQ,INE257A01026
FDC Ltd.,PHARMA,FDC,EQ,INE258B01022
Torrent Pharmaceuticals Ltd.,PHARMA,TORNTPHARM,EQ,INE685A01028
KNR Constructions Ltd.,CONSTRUCTION,KNRCON,EQ,INE634I01029
Indiabulls Real Estate Ltd.,CONSTRUCTION,IBREALEST,EQ,INE069I01010
IOL Chem and Pharma Ltd.,PHARMA,IOLCP,EQ,INE485C01011
Vardhman Textiles Ltd.,TEXTILES,VTL,EQ,INE825A01012
NBCC (India) Ltd.,CONSTRUCTION,NBCC,EQ,INE095N01031
Nippon Life India Asset Management Ltd.,FINANCIAL SERVICES,NAM-INDIA,EQ,INE298J01013
Power Finance Corporation Ltd.,FINANCIAL SERVICES,PFC,EQ,INE134E01011
Coforge Ltd.,IT,COFORGE,EQ,INE591G01017
Endurance Technologies Ltd.,AUTOMOBILE,ENDURANCE,EQ,INE913H01037
Shilpa Medicare Ltd.,PHARMA,SHILPAMED,EQ,INE790G01031
Muthoot Finance Ltd.,FINANCIAL SERVICES,MUTHOOTFIN,EQ,INE414G01012
Aster DM Healthcare Ltd.,HEALTHCARE SERVICES,ASTERDM,EQ,INE914M01019
IRB Infrastructure Developers Ltd.,CONSTRUCTION,IRB,EQ,INE821I01014
EIH Ltd.,SERVICES,EIHOTEL,EQ,INE230A01023
Hatsun Agro Product Ltd.,CONSUMER GOODS,HATSUN,EQ,INE473B01035
RITES Ltd.,SERVICES,RITES,EQ,INE320J01015
Spicejet Ltd.,SERVICES,SPICEJET,EQ,INE285B01017
Mahindra CIE Automotive Ltd.,INDUSTRIAL MANUFACTURING,MAHINDCIE,EQ,INE536H01010
Ajanta Pharmaceuticals Ltd.,PHARMA,AJANTPHARM,EQ,INE031B01049
CESC Ltd.,POWER,CESC,EQ,INE486A01013
Graphite India Ltd.,INDUSTRIAL MANUFACTURING,GRAPHITE,EQ,INE371A01025
Sequent Scientific Ltd.,PHARMA,SEQUENT,EQ,INE807F01027
DLF Ltd.,CONSTRUCTION,DLF,EQ,INE271C01023
Security and Intelligence Services (India) Ltd.,SERVICES,SIS,EQ,INE285J01028
Alkem Laboratories Ltd.,PHARMA,ALKEM,EQ,INE540L01014
United Breweries Ltd.,CONSUMER GOODS,UBL,EQ,INE686F01025
Cadila Healthcare Ltd.,PHARMA,CADILAHC,EQ,INE010B01027
Johnson Controls - Hitachi Air Conditioning India Ltd.,CONSUMER GOODS,JCHAC,EQ,INE782A01015
Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS & PESTICIDES,GSFC,EQ,INE026A01025
Edelweiss Financial Services Ltd.,FINANCIAL SERVICES,EDELWEISS,EQ,INE532F01054
SBI Cards and Payment Services Ltd.,FINANCIAL SERVICES,SBICARD,EQ,INE018E01016
SKF India Ltd.,INDUSTRIAL MANUFACTURING,SKFINDIA,EQ,INE640A01023
Container Corporation of India Ltd.,SERVICES,CONCOR,EQ,INE111A01025
Welspun Corp Ltd.,METALS,WELCORP,EQ,INE191B01025
National Aluminium Co. Ltd.,METALS,NATIONALUM,EQ,INE139A01034
Inox Leisure Ltd.,MEDIA & ENTERTAINMENT,INOXLEISUR,EQ,INE312H01016
Bosch Ltd.,AUTOMOBILE,BOSCHLTD,EQ,INE323A01026
NOCIL Ltd.,CHEMICALS,NOCIL,EQ,INE163A01018
Solara Active Pharma Sciences Ltd.,PHARMA,SOLARA,EQ,INE624Z01016
Thermax Ltd.,INDUSTRIAL MANUFACTURING,THERMAX,EQ,INE152A01029
Sunteck Realty Ltd.,CONSTRUCTION,SUNTECK,EQ,INE805D01034
Bharat Dynamics Ltd.,INDUSTRIAL MANUFACTURING,BDL,EQ,INE171Z01018
