Company Name,Industry,Symbol,Series,ISIN Code
Ramco Industries Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOIND,EQ,INE614A01028
Ramco Systems Ltd.,IT,RAMCOSYS,EQ,INE246B01019
Ramkrishna Forgings Ltd.,INDUSTRIAL MANUFACTURING,RKFORGE,EQ,INE399G01015
Rane Holdings Ltd.,AUTOMOBILE,RANEHOLDIN,EQ,INE384A01010
RattanIndia Enterprises Ltd.,POWER,RTNINDIA,EQ,INE834M01019
RattanIndia Power Ltd.,POWER,RTNPOWER,EQ,INE399K01017
Reliance Infrastructure Ltd.,POWER,RELINFRA,EQ,INE036A01016
Reliance Power Ltd.,POWER,RPOWER,EQ,INE614G01033
Religare Enterprises Ltd.,FINANCIAL SERVICES,RELIGARE,EQ,INE621H01010
Repco Home Finance Ltd.,FINANCIAL SERVICES,REPCOHOME,EQ,INE612J01015
Rupa & Company Ltd.,TEXTILES,RUPA,EQ,INE895B01021
S H Kelkar and Company Ltd.,CONSUMER GOODS,SHK,EQ,INE500L01026
SEAMEC Ltd.,SERVICES,SEAMECLTD,EQ,INE497B01018
SML Isuzu Ltd.,AUTOMOBILE,SMLISUZU,EQ,INE294B01019
Sadbhav Engineering Ltd.,CONSTRUCTION,SADBHAV,EQ,INE226H01026
Safari Industries (India) Ltd.,CONSUMER GOODS,SAFARI,EQ,INE429E01023
Sagar Cements Ltd.,CEMENT & CEMENT PRODUCTS,SAGCEM,EQ,INE229C01013
Sandhar Technologies Ltd.,AUTOMOBILE,SANDHAR,EQ,INE278H01035
Sanghi Industries Ltd.,CEMENT & CEMENT PRODUCTS,SANGHIIND,EQ,INE999B01013
Sarda Energy and Minerals Ltd.,METALS,SARDAEN,EQ,INE385C01013
Sasken Technologies Ltd.,IT,SASKEN,EQ,INE231F01020
Satia Industries Ltd.,PAPER AND JUTE,SATIA,EQ,INE170E01023
Savita Oil Technologies Ltd.,OIL & GAS,SOTL,EQ,INE035D01012
Seshasayee Paper & Boards Ltd.,PAPER AND JUTE,SESHAPAPER,EQ,INE630A01024
Shalby Ltd.,HEALTHCARE SERVICES,SHALBY,EQ,INE597J01018
Shankara Building Products Ltd.,CONSUMER SERVICES,SHANKARA,EQ,INE274V01019
Shanthi Gears Ltd.,INDUSTRIAL MANUFACTURING,SHANTIGEAR,EQ,INE631A01022
Shree Renuka Sugars Ltd.,CONSUMER GOODS,RENUKA,EQ,INE087H01022
Sirca Paints India Ltd.,CONSUMER GOODS,SIRCA,EQ,INE792Z01011
Siyaram Silk Mills Ltd.,TEXTILES,SIYSIL,EQ,INE076B01028
Snowman Logistics Ltd.,SERVICES,SNOWMAN,EQ,INE734N01019
Somany Ceramics Ltd.,CONSUMER GOODS,SOMANYCERA,EQ,INE355A01028
Somany Home Innovation Ltd.,CONSUMER GOODS,SHIL,EQ,INE05AN01011
South Indian Bank Ltd.,FINANCIAL SERVICES,SOUTHBANK,EQ,INE683A01023
Spencers Retail Ltd.,CONSUMER SERVICES,SPENCERS,EQ,INE020801028
Srikalahasthi Pipes Ltd.,METALS,SRIPIPES,EQ,INE943C01027
Steel Strips Wheels Ltd.,AUTOMOBILE,SSWL,EQ,INE802C01017
Subros Ltd.,AUTOMOBILE,SUBROS,EQ,INE287B01021
Sundaram Finance Holdings Ltd.,SERVICES,SUNDARMHLD,EQ,INE202Z01029
Sunflag Iron & Steel Company Ltd.,METALS,SUNFLAG,EQ,INE947A01014
Surya Roshni Ltd.,METALS,SURYAROSNI,EQ,INE335A01012
Swaraj Engines Ltd.,INDUSTRIAL MANUFACTURING,SWARAJENG,EQ,INE277A01016
TVS Srichakra Ltd.,AUTOMOBILE,TVSSRICHAK,EQ,INE421C01016
Taj GVK Hotels & Resorts Ltd.,CONSUMER SERVICES,TAJGVK,EQ,INE586B01026
Take Solutions Ltd.,HEALTHCARE SERVICES,TAKE,EQ,INE142I01023
Tamil Nadu Newsprint & Papers Ltd.,PAPER AND JUTE,TNPL,EQ,INE107A01015
Tata Metaliks Ltd.,METALS,TATAMETALI,EQ,INE056C01010
Tata Steel Long Products Ltd.,METALS,TATASTLLP,EQ,INE674A01014
Tata Teleservices (Maharashtra) Ltd.,TELECOM,TTML,EQ,INE517B01013
Techno Electric & Engineering Company Ltd.,CONSTRUCTION,TECHNOE,EQ,INE285K01026
Tejas Networks Ltd.,TELECOM,TEJASNET,EQ,INE010J01012
Texmaco Rail & Eng. Ltd.,INDUSTRIAL MANUFACTURING,TEXRAIL,EQ,INE621L01012
Thirumalai Chemicals Ltd.,CHEMICALS,TIRUMALCHM,EQ,INE338A01024
Thomas Cook (India) Ltd.,CONSUMER SERVICES,THOMASCOOK,EQ,INE332A01027
Tide Water Oil (India) Ltd.,OIL & GAS,TIDEWATER,EQ,INE484C01022
Time Technoplast Ltd.,INDUSTRIAL MANUFACTURING,TIMETECHNO,EQ,INE508G01029
Tinplate Company of India Ltd.,INDUSTRIAL MANUFACTURING,TINPLATE,EQ,INE422C01014
Transport Corporation of India Ltd.,SERVICES,TCI,EQ,INE688A01022
Triveni Engineering & Industries Ltd.,CONSUMER GOODS,TRIVENI,EQ,INE256C01024
Unichem Laboratories Ltd.,PHARMA,UNICHEMLAB,EQ,INE351A01035
Usha Martin Ltd.,METALS,USHAMART,EQ,INE228A01035
V.S.T Tillers Tractors Ltd.,AUTOMOBILE,VSTTILLERS,EQ,INE764D01017
VRL Logistics Ltd.,SERVICES,VRLLOG,EQ,INE366I01010
Va Tech Wabag Ltd.,UTILITIES,WABAG,EQ,INE956G01038
Vesuvius India Ltd.,INDUSTRIAL MANUFACTURING,VESUVIUS,EQ,INE386A01015
Vindhya Telelinks Ltd.,TELECOM,VINDHYATEL,EQ,INE707A01012
Voltamp Transformers Ltd,INDUSTRIAL MANUFACTURING,VOLTAMP,EQ,INE540H01012
Welspun Enterprises Ltd.,CONSTRUCTION,WELENT,EQ,INE625G01013
West Coast Paper Mills Ltd.,PAPER AND JUTE,WSTCSTPAPR,EQ,INE976A01021
Wheels India Ltd.,AUTOMOBILE,WHEELS,EQ,INE715A01015
Wonderla Holidays Ltd.,CONSUMER SERVICES,WONDERLA,EQ,INE066O01014
